"","LFID","SHOTNUMBER","TIME","GLON","GLAT","ZG","HLON","HLAT","ZH","TLON","TLAT","ZT","RH10","RH15","RH20","RH25","RH30","RH35","RH40","RH45","RH50","RH55","RH60","RH65","RH70","RH75","RH80","RH85","RH90","RH95","RH96","RH97","RH98","RH99","RH100","AZIMUTH","INCIDENTANGLE","RANGE","COMPLEXITY","SENSITIVITY","CHANNEL_ZT","CHANNEL_ZG","CHANNEL_RH","FID","plotID","pointID","mOrder","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","module","plot","plotEdge","Shape__Are","Shape__Len","GlobalID","filename","sensor"
"333662",1958686869,104060796,87611.8701,-147.526931,65.163552,494.03,212.473065,65.163552,503.36,212.473063,65.163552,507.33,0.41,1.31,1.91,2.51,2.96,3.41,4.16,4.91,5.81,6.41,7.16,7.76,8.5,8.95,9.4,10,10.45,11.5,11.65,11.95,12.25,12.55,13.3,78.08,1.21,12250.1,0.79,0.948,1,1,1,1751,"BONA_002","41",3,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.163534,-147.527149,"WGS84","6N",475293.729,7226783.426,0.13,484.21,0.17,479.79,487.13,0.74,0.6,"deciduousForest","Inceptisols","Geo 7X","20160614",612,3.5,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","3R",40,9036.828125,380.248952078561,"6d1cfe14-42ba-4e1a-a515-96a8329bb21b","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"333663",1958686869,104060797,87611.87035,-147.526857,65.163476,493.06,212.47314,65.163476,499.88,212.473139,65.163476,502.8,-1.05,-0.75,-0.45,-0.15,0,0.3,0.6,0.75,1.05,1.2,1.5,1.65,1.95,2.25,2.7,5.1,6.59,7.79,7.94,8.24,8.54,9.14,9.74,80.05,1.219,12252.8,0.415,0.961,1,1,1,1751,"BONA_002","41",3,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.163534,-147.527149,"WGS84","6N",475293.729,7226783.426,0.13,484.21,0.17,479.79,487.13,0.74,0.6,"deciduousForest","Inceptisols","Geo 7X","20160614",612,3.5,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","3R",40,9036.828125,380.248952078561,"6d1cfe14-42ba-4e1a-a515-96a8329bb21b","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"333664",1958686869,104060798,87611.8706,-147.527228,65.163591,494.43,212.472767,65.163591,506.53,212.472766,65.163591,509.71,1.27,2.77,4.42,6.37,7.72,8.47,9.07,9.52,9.97,10.27,10.72,11.02,11.46,11.76,12.21,12.51,12.96,13.71,14.01,14.16,14.46,14.76,15.29,76.4,1.151,12248.75,0.559,0.957,1,1,1,1751,"BONA_002","41",3,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.163534,-147.527149,"WGS84","6N",475293.729,7226783.426,0.13,484.21,0.17,479.79,487.13,0.74,0.6,"deciduousForest","Inceptisols","Geo 7X","20160614",612,3.5,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","3R",40,9036.828125,380.248952078561,"6d1cfe14-42ba-4e1a-a515-96a8329bb21b","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"333665",1958686869,104060799,87611.87085,-147.527154,65.163515,492.93,212.472841,65.163515,504.81,212.472839,65.163514,510.16,0.6,1.8,4.2,6.59,8.09,8.99,9.59,10.04,10.49,10.94,11.24,11.69,11.99,12.29,12.74,13.19,13.94,15.14,15.44,15.89,16.19,16.64,17.23,78.48,1.158,12250.7,0.586,0.959,1,1,1,1751,"BONA_002","41",3,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.163534,-147.527149,"WGS84","6N",475293.729,7226783.426,0.13,484.21,0.17,479.79,487.13,0.74,0.6,"deciduousForest","Inceptisols","Geo 7X","20160614",612,3.5,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","3R",40,9036.828125,380.248952078561,"6d1cfe14-42ba-4e1a-a515-96a8329bb21b","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"333666",1958686869,104060800,87611.8711,-147.527076,65.163434,492.1,212.47292,65.163434,500.12,212.472919,65.163434,503.79,-0.9,-0.75,-0.6,-0.45,-0.3,-0.15,0,0.15,0.3,0.6,0.75,1.2,1.65,2.4,3.15,6.29,7.79,9.29,9.59,9.89,10.34,10.94,11.69,80.65,1.167,12253.1,0.408,0.955,1,1,1,1751,"BONA_002","41",3,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.163534,-147.527149,"WGS84","6N",475293.729,7226783.426,0.13,484.21,0.17,479.79,487.13,0.74,0.6,"deciduousForest","Inceptisols","Geo 7X","20160614",612,3.5,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","3R",40,9036.828125,380.248952078561,"6d1cfe14-42ba-4e1a-a515-96a8329bb21b","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"333667",1958686869,104060801,87611.87135,-147.527453,65.163551,493.47,212.472542,65.163551,506.81,212.472541,65.163551,508.31,-0.82,-0.67,-0.37,-0.22,-0.07,0.07,0.37,0.67,0.97,1.27,1.57,1.87,2.17,2.62,4.12,8.62,11.61,13.11,13.41,13.56,13.86,14.16,14.84,76.81,1.098,12251.6,0.524,0.953,1,1,1,1751,"BONA_002","41",3,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.163534,-147.527149,"WGS84","6N",475293.729,7226783.426,0.13,484.21,0.17,479.79,487.13,0.74,0.6,"deciduousForest","Inceptisols","Geo 7X","20160614",612,3.5,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","3R",40,9036.828125,380.248952078561,"6d1cfe14-42ba-4e1a-a515-96a8329bb21b","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"333668",1958686869,104060802,87611.8716,-147.527379,65.163475,492.51,212.472616,65.163475,503.63,212.472615,65.163474,507.12,1.84,3.93,6.48,7.53,8.28,8.88,9.33,9.78,10.08,10.38,10.68,10.83,11.13,11.28,11.58,11.88,12.33,12.93,13.08,13.38,13.53,13.83,14.61,78.99,1.106,12250.25,0.489,0.952,1,1,1,1751,"BONA_002","41",3,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.163534,-147.527149,"WGS84","6N",475293.729,7226783.426,0.13,484.21,0.17,479.79,487.13,0.74,0.6,"deciduousForest","Inceptisols","Geo 7X","20160614",612,3.5,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","3R",40,9036.828125,380.248952078561,"6d1cfe14-42ba-4e1a-a515-96a8329bb21b","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"333669",1958686869,104060803,87611.87185,-147.527301,65.163394,491.25,212.472693,65.163394,505.3,212.472692,65.163394,506.79,-0.64,-0.34,-0.19,0.11,0.41,1.01,1.61,2.06,2.36,2.81,3.56,4.91,6.41,8.36,9.4,10.9,12.55,13.9,14.05,14.35,14.5,14.8,15.55,81.26,1.115,12253.1,0.507,0.958,1,1,1,1751,"BONA_002","41",3,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.163534,-147.527149,"WGS84","6N",475293.729,7226783.426,0.13,484.21,0.17,479.79,487.13,0.74,0.6,"deciduousForest","Inceptisols","Geo 7X","20160614",612,3.5,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","3R",40,9036.828125,380.248952078561,"6d1cfe14-42ba-4e1a-a515-96a8329bb21b","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"333672",1958686869,104060806,87611.8726,-147.527515,65.163359,490.4,212.47248,65.163359,503.29,212.472479,65.163359,505.58,-0.22,0.22,0.97,1.72,2.32,3.52,6.07,7.27,8.32,8.92,9.82,10.42,11.17,11.76,12.36,12.66,13.11,13.71,13.86,14.01,14.31,14.61,15.17,81.81,1.066,12253.25,0.624,0.95,1,1,1,1751,"BONA_002","41",3,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.163534,-147.527149,"WGS84","6N",475293.729,7226783.426,0.13,484.21,0.17,479.79,487.13,0.74,0.6,"deciduousForest","Inceptisols","Geo 7X","20160614",612,3.5,1.3,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","3R",40,9036.828125,380.248952078561,"6d1cfe14-42ba-4e1a-a515-96a8329bb21b","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282832",1958686868,104009270,87598.98849,-147.536359,65.190842,682.52,212.463631,65.190841,688.5,212.463627,65.19084,691.34,-0.78,-0.49,-0.19,-0.04,0.11,0.41,0.86,1.46,2.2,2.95,3.7,4.44,4.89,5.34,5.64,5.94,6.39,6.84,7.13,7.28,7.58,7.88,8.82,69.55,4.599,12098.9,0.45,0.979,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282833",1958686868,104009271,87598.98874,-147.536285,65.190767,683.19,212.463706,65.190766,688.19,212.4637,65.190765,692.45,-0.82,-0.67,-0.52,-0.37,-0.22,-0.07,0.07,0.22,0.37,0.52,1.12,1.72,2.76,3.81,4.56,5.3,6.05,7.1,7.25,7.55,7.84,8.29,9.26,70.08,4.6,12098,0.549,0.977,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282835",1958686868,104009273,87598.98924,-147.536577,65.190803,681.4,212.463415,65.190801,686.55,212.46341,65.1908,689.88,-0.93,-0.78,-0.49,-0.49,-0.34,-0.19,-0.19,-0.04,0.11,0.11,0.26,0.56,1.61,2.8,3.7,4.59,5.19,6.09,6.39,6.54,6.99,7.43,8.48,69.58,4.546,12099.81,0.398,0.975,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282836",1958686868,104009274,87598.98949,-147.536503,65.190727,682.01,212.463489,65.190726,687.09,212.463486,65.190726,688.92,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.19,0.19,0.34,0.64,1.23,2.13,3.47,4.07,4.52,5.12,5.72,6.91,70.12,4.548,12098.46,0.337,0.985,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282837",1958686868,104009275,87598.98974,-147.536425,65.190648,682.61,212.463568,65.190647,686.8,212.463563,65.190646,690.01,-0.93,-0.78,-0.64,-0.49,-0.49,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.56,1.16,3.25,4.59,4.89,5.34,5.79,6.39,7.4,70.68,4.55,12097.71,0.338,0.98,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282838",1958686868,104009276,87598.98999,-147.536805,65.190763,680.22,212.463188,65.190762,684.63,212.463182,65.190761,688.66,-0.9,-0.75,-0.45,-0.45,-0.3,-0.15,-0.15,0,0.15,0.3,0.45,1.05,2.54,3.44,4.18,4.78,5.38,6.28,6.58,6.87,7.17,7.47,8.44,69.59,4.491,12099.51,0.371,0.978,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282839",1958686868,104009277,87598.99024,-147.536727,65.190684,680.85,212.463263,65.190682,687.01,212.46326,65.190682,689.1,-1.05,-0.75,-0.6,-0.45,-0.45,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.45,0.75,1.79,2.99,4.18,5.68,6.13,6.43,6.87,7.32,8.26,70.17,4.493,12099.37,0.489,0.98,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282840",1958686868,104009278,87598.99049,-147.536654,65.190609,681.52,212.463338,65.190608,686.67,212.463334,65.190607,689.36,-0.86,-0.71,-0.56,-0.41,-0.26,-0.11,-0.11,0.04,0.19,0.34,0.49,1.83,3.03,3.92,4.37,4.97,5.42,6.01,6.16,6.31,6.46,6.91,7.85,70.71,4.495,12097.26,0.362,0.978,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282841",1958686868,104009279,87598.99074,-147.537026,65.190722,678.86,212.462967,65.190721,683.38,212.46296,65.19072,688.05,-0.97,-0.67,-0.52,-0.52,-0.37,-0.22,-0.22,-0.07,0.07,0.22,0.22,0.52,0.97,2.02,3.06,4.11,5.01,6.2,6.5,6.95,7.4,8,9.19,69.62,4.437,12100.12,0.595,0.983,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282842",1958686868,104009280,87598.99099,-147.536948,65.190643,679.64,212.463045,65.190642,684.54,212.463042,65.190641,686.41,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,2.73,3.62,4.22,4.82,5.42,6.76,70.2,4.439,12099.22,0.126,0.982,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282843",1958686868,104009281,87598.99124,-147.536874,65.190568,680.25,212.463126,65.190568,680.25,212.46312,65.190567,684.17,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.45,0.6,1.05,1.2,1.49,1.79,2.39,3.92,70.75,4.442,12099.22,0.211,0.981,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"282846",1958686868,104009284,87598.99199,-147.537096,65.190535,679.18,212.462904,65.190535,679.18,212.462894,65.190533,685.38,-1.08,-0.93,-0.64,-0.49,-0.49,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.26,0.41,0.56,0.86,1.16,1.46,2.5,2.95,3.4,3.85,4.75,6.2,70.75,4.389,12099.68,0.149,0.981,1,1,1,1753,"BONA_004","41",51,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.190675,-147.536694,"WGS84","6N",474872.107,7229811.995,0.1,668.9,0.1,665.84,671.93,0.63,0.6,"evergreenForest","Histosols","Geo 7X","20160624",605,1.7,0.8,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","51R",40,9055.296875,380.637543840245,"99ee0088-af06-45e3-a406-cb57ca002065","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"305490",1958686869,104032624,87604.82704,-147.543946,65.176273,514.02,212.456053,65.176273,517.88,212.456053,65.176273,519.12,-1.16,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.49,0.64,1.09,2.59,3.04,3.49,3.78,4.23,5.1,125.21,0.306,12227.63,0.194,0.959,1,1,1,1755,"BONA_006","41",115,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.176107,-147.544089,"WGS84","6N",474511.866,7228191.47,0.1,506.98,0.1,501.09,512.88,0.74,0.6,"evergreenForest","Histosols","Geo 7X","20160915",673,1.6,0.8,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","115R",40,9045.390625,380.428729321057,"b2797bb0-bc92-4f1a-8a26-4cf6c12d260a","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"305493",1958686869,104032627,87604.82779,-147.544169,65.17623,515.71,212.45583,65.17623,518.9,212.45583,65.17623,521.71,-1.12,-0.82,-0.67,-0.52,-0.52,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.22,0.22,0.37,0.67,1.12,2.77,3.82,4.12,4.42,4.72,5.17,6,134.59,0.282,12225.54,0.273,0.967,1,1,1,1755,"BONA_006","41",115,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.176107,-147.544089,"WGS84","6N",474511.866,7228191.47,0.1,506.98,0.1,501.09,512.88,0.74,0.6,"evergreenForest","Histosols","Geo 7X","20160915",673,1.6,0.8,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","115R",40,9045.390625,380.428729321057,"b2797bb0-bc92-4f1a-8a26-4cf6c12d260a","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"305495",1958686869,104032629,87604.82829,-147.544467,65.17627,514.11,212.455533,65.176271,517.56,212.455533,65.176271,519.66,-1.12,-0.97,-0.67,-0.67,-0.52,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.22,0.37,0.37,0.67,0.82,1.72,3.37,3.52,3.97,4.27,4.72,5.55,142.44,0.223,12227.78,0.212,0.959,1,1,1,1755,"BONA_006","41",115,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.176107,-147.544089,"WGS84","6N",474511.866,7228191.47,0.1,506.98,0.1,501.09,512.88,0.74,0.6,"evergreenForest","Histosols","Geo 7X","20160915",673,1.6,0.8,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","115R",40,9045.390625,380.428729321057,"b2797bb0-bc92-4f1a-8a26-4cf6c12d260a","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"305496",1958686869,104032630,87604.82854,-147.544388,65.17619,516.81,212.455612,65.17619,516.81,212.455612,65.17619,519.29,-1.05,-0.9,-0.75,-0.6,-0.6,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.3,0.3,0.45,0.6,0.9,1.05,1.2,1.35,1.65,2.47,144.98,0.266,12224.04,0.134,0.961,1,1,1,1755,"BONA_006","41",115,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.176107,-147.544089,"WGS84","6N",474511.866,7228191.47,0.1,506.98,0.1,501.09,512.88,0.74,0.6,"evergreenForest","Histosols","Geo 7X","20160915",673,1.6,0.8,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","115R",40,9045.390625,380.428729321057,"b2797bb0-bc92-4f1a-8a26-4cf6c12d260a","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
"306016",1958686869,104033150,87604.95854,-147.5445,65.176007,523.16,212.455499,65.176007,526.98,212.455499,65.176007,528.33,-1.12,-0.97,-0.82,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.08,0.07,0.07,0.22,0.37,0.37,0.67,1.42,3.07,3.37,3.67,3.97,4.42,5.17,157.41,0.199,12218.34,0.179,0.959,1,1,1,1755,"BONA_006","41",115,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.176107,-147.544089,"WGS84","6N",474511.866,7228191.47,0.1,506.98,0.1,501.09,512.88,0.74,0.6,"evergreenForest","Histosols","Geo 7X","20160915",673,1.6,0.8,"bgc|cdw|cfc|dhp|div|hbp|sme|vst","R","115R",40,9045.390625,380.428729321057,"b2797bb0-bc92-4f1a-8a26-4cf6c12d260a","./datasets/lidar/LVIS/BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_087055.TXT","facility_2019"
