"","X","plotID","LFID","SHOTNUMBER","TIME","GLON","GLAT","ZG","HLON","HLAT","ZH","TLON","TLAT","ZT","AZIMUTH","INCIDENTANGLE","RANGE","COMPLEXITY","SENSITIVITY","CHANNEL_ZT","CHANNEL_ZG","CHANNEL_RH","FID","plotID.1","pointID","mOrder","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","module","plot","plotEdge","Shape__Are","Shape__Len","GlobalID","filename","sensor","scientificName","BA","plot_BA","sp_prop","RH","value","rel_value"
"1756",322660,"BONA_021",1958686500,59757463,76535.9466,-147.456944,65.151702,446.83,212.543057,65.151701,447.76,212.543059,65.1517,450.68,318.11,3.712,12323.72,0.301,0.982,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_076451.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,1.46,0.379220779220779
"1757",322661,"BONA_021",1958686500,59757464,76535.94685,-147.456988,65.151512,444.47,212.543014,65.151511,446.71,212.543016,65.15151,449.25,316.96,3.645,12325.07,0.324,0.978,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_076451.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,2.36,0.492693110647182
"1758",322662,"BONA_021",1958686500,59757465,76535.9471,-147.456871,65.151572,447.82,212.543129,65.151572,447.82,212.543132,65.15157,450.96,317.58,3.651,12324.47,0.28,0.982,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_076451.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,0.67,0.213375796178344
"1759",322663,"BONA_021",1958686500,59757466,76535.94735,-147.456751,65.151637,447.87,212.543249,65.151637,447.87,212.543253,65.151635,451.95,318.24,3.659,12321.17,0.199,0.983,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_076451.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,1.42,0.348039215686274
"1760",322665,"BONA_021",1958686500,59757468,76535.94785,-147.456689,65.151514,447.34,212.543312,65.151513,448.8,212.543315,65.151512,451.75,317.72,3.602,12322.68,0.388,0.98,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_076451.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,1.98,0.448979591836735
"1761",322666,"BONA_021",1958686500,59757469,76535.9481,-147.456567,65.151579,449.16,212.543435,65.151578,451.07,212.543438,65.151577,454.14,318.38,3.61,12322.08,0.315,0.982,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_076451.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,2.47,0.496981891348089
"1762",322669,"BONA_021",1958686500,59757472,76535.94885,-147.456366,65.151518,450.32,212.543645,65.151513,462.51,212.543646,65.151512,463.97,318.56,3.557,12317.88,0.178,0.983,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_076451.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,1.98,0.145054945054945
"1763",322672,"BONA_021",1958686500,59757475,76535.9496,-147.456174,65.151457,450.57,212.543837,65.151451,463.48,212.543838,65.151451,465.12,318.71,3.506,12315.64,0.523,0.975,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_076451.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,9.87,0.678350515463917
"1764",323732,"BONA_021",1958686500,59758535,76536.21461,-147.45622,65.151774,454.14,212.54378,65.151774,454.14,212.543785,65.151772,458.59,315.71,3.578,12314.88,0.343,0.982,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_076451.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,0.82,0.184269662921348
"1765",50387,"BONA_021",1958686797,95449533,85459.03681,-147.456892,65.15151,447.18,212.543108,65.15151,447.18,212.543107,65.151511,449.91,151.36,2.848,12315.99,0.309,0.984,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,0.41,0.15018315018315
"1766",50388,"BONA_021",1958686797,95449534,85459.03706,-147.456697,65.15154,446.94,212.543302,65.151541,448.74,212.543301,65.151542,451.7,150.47,2.855,12313.89,0.344,0.978,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,2.4,0.505263157894737
"1767",50390,"BONA_021",1958686797,95449536,85459.03756,-147.456972,65.151607,445.28,212.543027,65.151608,446.55,212.543025,65.151609,449.51,151.2,2.795,12314.04,0.293,0.976,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,1.8,0.425531914893617
"1768",50391,"BONA_021",1958686797,95449537,85459.03781,-147.456779,65.151639,448.37,212.543221,65.151639,448.37,212.543219,65.15164,451.36,150.29,2.802,12313.29,0.309,0.982,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,0.64,0.214046822742475
"1769",50394,"BONA_021",1958686797,95449540,85459.03856,-147.456863,65.151733,447.08,212.543137,65.151733,447.08,212.543134,65.151735,451.65,150.13,2.75,12312.4,0.252,0.982,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,2.06,0.450765864332604
"1770",51304,"BONA_021",1958686797,95450450,85459.26606,-147.456341,65.151745,451.76,212.543658,65.151746,453.51,212.543657,65.151747,456.4,153.14,2.774,12308.2,0.342,0.978,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,2.28,0.491379310344828
"1771",51307,"BONA_021",1958686797,95450453,85459.26681,-147.456247,65.151649,451.89,212.543753,65.151649,451.89,212.543751,65.151651,455.64,153.24,2.827,12307.15,0.173,0.981,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,1.24,0.331550802139037
"1772",51310,"BONA_021",1958686797,95450456,85459.26756,-147.456164,65.151559,451.53,212.54383,65.151564,464.52,212.543828,65.151565,467.44,153.36,2.877,12309.09,0.488,0.981,1,1,1,1776,"BONA_021",41,393,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","distributed","basePlot",NA,1600,"40m x 40m",65.151634,-147.456573,"WGS84","6N",478591.815,7225431.467,0.14,438.58,0.18,433.36,443.79,0.74,0.7,"shrubScrub","Inceptisols","Geo 7X",20160610,602,5.2,2.3,"cdw|cfc|dhp|div|hbp|vst","R","393R",40,9028.765625,380.079522217875,"1bd31903-3ed8-434a-bc32-cc18c44341b5","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Betula neoalaskana Sarg.",6489.2259,6943.6116,93.4560611080263,85,13.06,0.820867379006914
"1773",11134,"BONA_084",1958686797,95410269,85449.22073,-147.513335,65.155414,277.95,212.486671,65.155406,292.39,212.486672,65.155405,295.12,344.77,3.708,12491.77,0.547,0.979,1,1,1,1782,"BONA_084",41,27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X",20160516,132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Populus tremuloides Michx.",4103.8002,4186.4283,98.0262865125386,85,14.02,0.817016317016317
"1774",11137,"BONA_084",1958686797,95410272,85449.22148,-147.513245,65.155317,275.79,212.486761,65.155309,291.05,212.486762,65.155307,293.81,344.84,3.654,12494.32,0.525,0.974,1,1,1,1782,"BONA_084",41,27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X",20160516,132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Populus tremuloides Michx.",4103.8002,4186.4283,98.0262865125386,85,14.88,0.825291181364393
"1775",11138,"BONA_084",1958686797,95410273,85449.22173,-147.513058,65.155346,275.98,212.486947,65.155338,289.48,212.486947,65.155337,291.35,345.51,3.658,12493.12,0.157,0.975,1,1,1,1782,"BONA_084",41,27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X",20160516,132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Populus tremuloides Michx.",4103.8002,4186.4283,98.0262865125386,85,0.64,0.0416395575797007
"1776",11139,"BONA_084",1958686797,95410274,85449.22198,-147.513353,65.155196,273.93,212.486652,65.155188,289.19,212.486653,65.155187,291.4,344.22,3.6,12494.18,0.536,0.977,1,1,1,1782,"BONA_084",41,27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X",20160516,132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Populus tremuloides Michx.",4103.8002,4186.4283,98.0262865125386,85,14.77,0.845449341728678
"1777",11140,"BONA_084",1958686797,95410275,85449.22223,-147.513166,65.155225,274.03,212.486839,65.155217,289.33,212.48684,65.155216,292.02,344.9,3.604,12495.53,0.541,0.976,1,1,1,1782,"BONA_084",41,27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X",20160516,132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Populus tremuloides Michx.",4103.8002,4186.4283,98.0262865125386,85,15.6,0.867148415786548
"1778",11141,"BONA_084",1958686797,95410276,85449.22248,-147.512968,65.155256,274.15,212.487037,65.155247,290.23,212.487037,65.155246,291.88,345.61,3.608,12495.22,0.131,0.974,1,1,1,1782,"BONA_084",41,27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X",20160516,132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Populus tremuloides Michx.",4103.8002,4186.4283,98.0262865125386,85,2.69,0.151720248166949
"1779",11142,"BONA_084",1958686797,95410277,85449.22273,-147.513263,65.155099,272.26,212.486741,65.155093,283.78,212.486742,65.15509,287.67,344.29,3.547,12495.98,0.397,0.98,1,1,1,1782,"BONA_084",41,27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X",20160516,132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Populus tremuloides Michx.",4103.8002,4186.4283,98.0262865125386,85,8.42,0.54639844256976
"1780",11143,"BONA_084",1958686797,95410278,85449.22298,-147.513076,65.155128,272.41,212.486928,65.155121,285.8,212.486929,65.155119,288.49,344.98,3.55,12495.53,0.627,0.981,1,1,1,1782,"BONA_084",41,27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X",20160516,132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Populus tremuloides Michx.",4103.8002,4186.4283,98.0262865125386,85,13.09,0.814054726368159
"1781",11144,"BONA_084",1958686797,95410279,85449.22323,-147.512879,65.155159,272.38,212.487126,65.155151,285.54,212.487127,65.15515,288.76,345.7,3.555,12496.58,0.542,0.978,1,1,1,1782,"BONA_084",41,27033,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.155247,-147.512957,"WGS84","6N",475951.369,7225854.416,0.15,263.46,0.2,260.18,268.25,5.14,2.9,"deciduousForest","Inceptisols","Geo 7X",20160516,132,2.7,2,"bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","T","27033T",40,9031.21875,380.130602387283,"0d3ddec4-51a1-40de-8542-b1bdd5a0f605","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Populus tremuloides Michx.",4103.8002,4186.4283,98.0262865125386,85,12.87,0.785714285714286
"1782",12479,"BONA_070",1958686797,95411614,85449.55698,-147.509961,65.153784,248.7,212.49004,65.153783,253.19,212.49004,65.153781,256,347.35,2.666,12509.07,0.392,0.977,1,1,1,1785,"BONA_070",41,153,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.153632,-147.509712,"WGS84","6N",476102.033,7225673.233,0.1,237.66,0.1,235.97,239.45,3.03,316,"evergreenForest","Histosols","Geo 7X",20160518,123,2.3,1,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","T","153T",40,9030.109375,380.107555900089,"a48b98f9-1df6-48db-8405-66597c550ec2","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1960.6941,2114.9505,92.7063824898029,85,2.81,0.384931506849315
"1783",12481,"BONA_070",1958686797,95411616,85449.55748,-147.510057,65.153657,247.9,212.489944,65.153656,251.79,212.489944,65.153655,253.25,346.58,2.607,12508.48,0.15,0.978,1,1,1,1785,"BONA_070",41,153,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.153632,-147.509712,"WGS84","6N",476102.033,7225673.233,0.1,237.66,0.1,235.97,239.45,3.03,316,"evergreenForest","Histosols","Geo 7X",20160518,123,2.3,1,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","T","153T",40,9030.109375,380.107555900089,"a48b98f9-1df6-48db-8405-66597c550ec2","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1960.6941,2114.9505,92.7063824898029,85,0.37,0.0691588785046729
"1784",12482,"BONA_070",1958686797,95411617,85449.55773,-147.50987,65.153686,247.96,212.49013,65.153686,247.96,212.490131,65.153684,253.09,347.51,2.613,12508.62,0.148,0.975,1,1,1,1785,"BONA_070",41,153,"unitedStates","AK","Fairbanks North Star Borough","Taiga","D19","Caribou Creek - Poker Flats Watershed","BONA","tower","basePlot",NA,1600,"40m x 40m",65.153632,-147.509712,"WGS84","6N",476102.033,7225673.233,0.1,237.66,0.1,235.97,239.45,3.03,316,"evergreenForest","Histosols","Geo 7X",20160518,123,2.3,1,"bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","T","153T",40,9030.109375,380.107555900089,"a48b98f9-1df6-48db-8405-66597c550ec2","./lidar/LVIS/NEON_BONA/0_dl/LVISF2_ABoVE2019_0722_R2003_085446.TXT","facility_2019","Picea mariana (Mill.) Britton, Sterns & Poggenb.",1960.6941,2114.9505,92.7063824898029,85,0.49,0.0955165692007797
