uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"e3d88108-5ad0-4b48-8733-1fec99ab3150","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01728",,"ok","single shrub","Live",4.0,130,5.0,,,,2.5,1.5,,"cone",4.9,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"776c7256-a5e0-45de-a566-903653e6b5f5","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01719",,"ok","sapling","Live",,,1.5,,,,,,,,1.6,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"e8a358c0-5938-4fe7-a7bf-4fb1862a3498","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01743",,"ok","small tree","Live",2.1,130,2.4,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"9e760074-d82f-46fe-a78f-d0f3fc61594c","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01737",,"ok","sapling","Live",,,1.0,,,,,,,,1.1,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a6693e89-29c6-49ce-863a-38606e15af7f","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01438",,"ok","single bole tree","Standing dead",14.5,130,4.7,,,,0.1,0.1,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5a6b9848-2db1-4eb6-81c0-fbc7a598f59f","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01443",,"ok","single bole tree","Live",16.4,130,8.4,,,,4.2,4.0,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"4f9c57c1-caee-46e4-ae14-1b0ce6da6436","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01447",,"ok","single bole tree","Live",16.5,130,8.5,,,,4.2,3.8,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"597d4b78-9fe7-49a6-a344-5b6b33b5555c","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01450",,"ok","single bole tree","Live",16.7,130,5.9,,,,3.6,3.4,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"7c98a59c-9280-4bb7-a934-a1af9eece05f","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01725",,"ok","single shrub","Live",2.5,130,3.8,,,,0.1,0.1,,"cylinder",3.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"c15ab7ea-d1a8-4c66-9dce-11fc83b9763a","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01442",,"ok","single bole tree","Live",19.6,130,8.3,,,,3.5,3.0,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"4d7e5174-f9be-487a-bbe8-3e75d61b20c3","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01722",,"ok","sapling","Live",,,0.8,,,,,,,,1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"1f0d121a-d112-4c36-8913-4a4fd52135d4","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01441",,"ok","single bole tree","Live",16.9,130,9.5,,,,3.7,2.4,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"4b981a5b-4c9e-4baa-bd3d-38cdb33e6c75","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01449",,"ok","single bole tree","Live",10.2,130,5.4,,,,3.2,3.0,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"2d7d11e7-b6db-42bb-810c-407897190f80","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01748",,"ok","small shrub","Live",,,1.7,,,,1.1,0.3,,"cylinder",1.4,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5b335b65-1102-4d29-a60a-03e1b8e4f80c","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01754A",,"ok","single shrub","Live",1.9,130,3.1,,,,1.4,0.4,,"cylinder",2.8,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"da872f0c-6dd8-406a-9cfd-f3fcdaefb5ae","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01454",,"ok","single bole tree","Live",22.5,130,11.6,,,,4.8,4.1,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"9eb915b7-b64b-42e3-ac57-b5ab53058d1f","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01710",,"ok","sapling","Live",,,1.4,,,,,,,,2.1,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d361a130-a9ae-4266-bd36-381e087d041c","BONA_002.basePlot.vst","2017-08-15","vst_BONA_2017","D19","BONA","BONA_002",,"NEON.PLA.D19.BONA.01731",,"ok","sapling","Live",,,0.9,,,,,,,,1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"6bfc51b1-ee92-4b27-853a-e33c7121a124","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03126",,"ok","small tree","Standing dead",7.6,130,4.8,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"b21f1746-cd37-4e5c-bc0e-d9f2b61502f0","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03605",,"ok","single bole tree","Live",16.6,130,10.7,,,,5.3,4.5,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"df3968f0-6566-4338-a60f-5101d44b7798","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03144B",,"ok","single shrub","Standing dead",1.0,130,2.3,,,,0.9,0.6,,"cylinder",1.5,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"0530a697-e15e-4afe-9a67-a538e1b6b52d","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03154",,"ok","single bole tree","Live, broken bole",10.0,130,3.3,,,,2.9,2.4,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"47cd2822-436f-4849-849f-7d25c36b7093","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03602",,"ok","single bole tree","Standing dead",11.2,130,8.0,,,,0.2,0.2,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"931de26b-634d-4d71-a39a-faf54a55a3f1","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01768",,"ok","single bole tree","Standing dead",13.3,130,7.8,,,,0.2,0.2,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"ac0b19f8-be40-4ef7-89b7-be0282be03fd","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03133",,"ok","sapling","Live",,,0.7,,,,,,,,1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"afe96dab-bdac-45d9-b6fd-ccbe6dcb7419","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03144E",,"ok","single shrub","Live",,,1.1,,,,0.4,0.2,,"cylinder",1.0,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"b7c4fd9f-8012-4dd0-8523-3c0e8bf5b041","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03156",,"ok","multi-bole tree","Live",13.0,130,8.4,,,,5.8,3.8,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5a8d00d3-3050-43f5-8bbf-62b8865061d8","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01792",,"ok","single bole tree","Live",15.8,130,7.4,,,,4.3,3.5,"Open grown",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d9e82d0b-c343-4d99-9934-bf6324249a69","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03157",,"ok","multi-bole tree","Live, disease damaged",18.0,130,10.0,,,,6.2,4.7,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"e7a47973-5f67-4047-a784-8d58f3a6edf6","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01793A",,"ok","multi-bole tree","Live",14.5,130,12.3,,,,7.4,5.8,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"e500ab95-b4f6-431b-a314-aa45dafbe62c","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03604",,"ok","single bole tree","Live, disease damaged",12.0,130,8.6,,,,3.1,2.2,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"7cc2e960-3d49-425e-87ac-ad166c65f033","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03150",,"ok","small tree","Live",3.1,130,4.7,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"2628c2af-1af0-421d-9690-6e78a96233fa","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03136",,"ok","sapling","Live",,,0.6,,,,,,,,1.0,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"05516ec7-34f7-4612-868d-67691a13acb3","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01773",,"ok","single bole tree","Live",22.6,130,9.4,,,,7.2,6.1,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"970fd9b8-ff22-4767-b831-3b29b3400e43","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03148",,"ok","small tree","Live",1.5,130,2.3,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"20b552d7-3a84-4dc3-8e76-2a8e1ea166cd","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03159",,"ok","single bole tree","Standing dead",10.0,130,7.7,,,,0.1,0.1,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3994c6ba-3b89-4741-9dcf-a2c87cde461c","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03609",,"ok","single bole tree","Live, broken bole",13.5,130,3.2,,,,3.3,2.0,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"df19bc9a-fa47-43ac-bf91-f41327f4e526","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03129",,"ok","small tree","Live",6.2,130,5.9,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"f52b18b9-195e-4f0c-b0c3-130e15257bfa","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03160A",,"ok","multi-bole tree","Live",13.5,130,9.4,,,,4.1,3.8,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"716c74a8-b99b-45a7-9b82-17e4934a8180","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03126A",,"ok","small tree","Standing dead",7.5,130,2.7,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"baa9fc21-6da7-4a76-9a64-3605863c5314","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03118B",,"ok","small tree","Standing dead",3.9,130,2.0,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a304b80c-bcbd-4638-a400-589924a85eb7","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03164",,"ok","multi-bole tree","Standing dead",11.5,130,5.2,,,,2.0,2.0,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"16a035a9-f1b8-41de-9d07-78aabdb6e3db","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03613",,"ok","single bole tree","Live",15.0,130,11.3,,,,6.7,5.5,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"59c91098-70d0-4fff-aebc-ae0000a29642","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03608",,"ok","single bole tree","Live",14.5,130,8.1,,,,7.0,5.4,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5ed47c2b-85d2-4270-a6fa-a869a2171adb","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03151",,"ok","sapling","Live",,,1.0,,,,,,,,1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"0a848734-d1fe-4895-80a3-11afe483dc8e","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03114",,"ok","sapling","Live",,,0.8,,,,,,,,1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a4975f6c-01a7-40ac-b6c3-cc8e9e0f4fc2","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03146",,"ok","single shrub","Live",,,1.7,,,,0.6,0.5,,"cylinder",1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"5ffe74d0-c8a5-4da8-bae0-afbf7210802c","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03158A",,"ok","multi-bole tree","Live",9.0,130,7.0,,,,3.0,2.3,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"c1ab742b-e344-473b-ba9b-29b8f7beced3","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03153",,"ok","single bole tree","Standing dead",11.0,130,4.7,,,,3.1,2.8,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d7daa901-944b-403c-bd19-51d73f5e2eb5","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03142",,"ok","sapling","Live",,,1.1,,,,,,,,1.6,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"8c068871-bce8-4f58-981c-436072077ba3","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03610B",,"ok","multi-bole tree","Live",12.0,130,8.1,,,,6.8,5.4,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d96a1192-f3c9-4f1e-a026-4438ffcda472","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03610A",,"ok","multi-bole tree","Live",16.0,130,8.1,,,,6.8,5.4,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"02ffe820-b3e6-40db-9bcb-ec13a3406e5f","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03152",,"ok","sapling","Live",,,1.3,,,,,,,,1.4,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"6116344a-e18d-46f6-82dc-26f420619846","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03169",,"ok","multi-bole tree","Live",13.0,130,7.0,,,,4.1,3.0,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"cdc15e12-7de4-4a23-9e71-fcebfee576ce","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03160",,"ok","multi-bole tree","Live",15.0,130,9.4,,,,4.4,3.5,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"fdeea96c-dd8d-49f3-9d66-96b0e036a1b5","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03116",,"ok","sapling","Live",,,0.7,,,,,,,,1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"ada7163d-939a-482e-a5e0-5762b7270715","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01766",,"ok","single bole tree","Live",11.4,130,6.1,,,,4.0,3.4,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d7f0949e-8a43-4991-bc4a-256ee96b7b50","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01769",,"ok","single bole tree","Live",16.1,130,9.9,,,,4.3,4.1,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"861c3939-9c8d-41df-b7d6-ed45dee5af00","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03128",,"ok","small tree","Live",6.9,130,5.9,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"3e970603-a6e1-4107-a60c-8e43b7010a42","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01793",,"ok","multi-bole tree","Live",17.7,130,12.3,,,,7.4,5.8,"Full sun",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"55f5ab48-e598-46cf-993f-b757e38041f7","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03162",,"ok","single bole tree","Live",14.0,130,11.1,,,,5.3,4.8,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"b0140dbe-1d21-4248-9982-6bef3f9b1708","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03147",,"ok","sapling","Live",,,0.8,,,,,,,,1.0,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"ae4cbf20-d04b-4086-b4be-9fc959bfdd68","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01772",,"ok","single bole tree","Live",13.2,130,8.8,,,,3.8,3.2,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"d1052cd3-72cb-42c2-82e7-38348f81a815","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01765",,"ok","single bole tree","Live",24.4,130,10.4,,,,5.2,4.1,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"7feb4a77-23ff-43af-a149-b67452b7e2f3","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03120",,"ok","small tree","Live",1.2,130,2.7,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"82c3697a-d138-47ba-92aa-c6648e41f49b","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03132",,"ok","sapling","Live",,,1.2,,,,,,,,2.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a44f6544-b167-4a52-95e3-753d28c4e023","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03135",,"ok","sapling","Live",,,0.8,,,,,,,,1.2,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"155cc600-6ff7-4aaa-a7af-0036cb5e74ab","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03149",,"ok","small tree","Standing dead",5.7,130,4.5,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"a8c8ba78-f614-4798-b661-42a8accc313c","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03158",,"ok","multi-bole tree","Live",14.0,130,8.3,,,,5.7,4.7,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"374964f5-cf84-4b78-8abc-bdafd380c8d5","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03124",,"ok","small tree","Standing dead",2.0,130,4.5,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"2b99ce0b-4a2b-4537-9bdf-2ed13ec98db0","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03131",,"ok","small tree","Live",1.0,130,1.8,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"9e1d6380-2853-4b0c-bcca-13ae0423120b","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03121",,"ok","small tree","Standing dead",1.6,130,4.0,,,,,,,,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"646419e2-3d05-4478-9a62-b964e3b96890","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01782",,"ok","single bole tree","Live",13.4,130,8.2,,,,4.1,3.5,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"f557474a-6e95-4bfd-92d9-334d10a8c909","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.01785",,"ok","single bole tree","Live",16.4,130,8.8,,,,4.4,3.8,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"4cc960b9-9504-43c0-8ecb-84af20c6e14c","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03141",,"ok","sapling","Live",,,0.8,,,,,,,,1.1,10,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"082f3cc3-cb5c-45a4-986e-50f3412f6aa9","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03607",,"ok","single bole tree","Standing dead",11.6,130,4.3,,,,0.2,0.2,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
"9df2ef97-7aba-4b66-ab0a-cf0914846b85","BONA_012.basePlot.vst","2017-08-17","vst_BONA_2017","D19","BONA","BONA_012",,"NEON.PLA.D19.BONA.03156",,"ok","multi-bole tree","Live",21.0,130,11.6,,,,8.0,8.0,"Partially shaded",,,,,,,,,,,,,,,"awatkins@battelleecology.org","whendricks@battelleecology.org","legacyData"
